date,time,province,engine_size,accident_count,age_group,severity
27/01/2019,16:50:26,Chonburi,more-than-1000cc,0.00%,60++,Dead
24/02/2019,5:56:44,Nakhon-Ratchasima, 111cc - 125cc,47.06%,60++,Dead
30/12/2019,16:07:25,Nakhon-Ratchasima, 126cc - 150cc,7.06%,60++,Dead
24/05/2019,20:26:19,Nakhon-Ratchasima, 156cc - 300cc,0.00%,60++,Dead
22/07/2019,4:54:39,Nakhon-Ratchasima, 400cc - 1000cc,1.18%,60++,Dead
7/5/2019,13:18:34,Nakhon-Ratchasima,less-than-110cc,44.71%,60++,Dead
4/6/2019,4:34:53,Surat-Thani, 111cc - 125cc,63.64%,60++,Dead
23/12/2019,13:01:03,Surat-Thani, 126cc - 150cc,0.00%,60++,Dead
21/09/2019,20:04:38,Surat-Thani, 400cc - 1000cc,0.00%,60++,Dead
6/3/2019,9:40:59,Surat-Thani,less-than-110cc,36.36%,60++,Dead
1/6/2019,4:28:57,Chiang-Mai, 111cc - 125cc,57.01%,14-Jan,Injury
11/9/2019,0:18:30,Chiang-Mai, 126cc - 150cc,4.07%,14-Jan,Injury
3/7/2019,12:50:53,Chiang-Mai, 156cc - 300cc,0.09%,14-Jan,Injury
10/7/2019,2:36:42,Chiang-Mai, 400cc - 1000cc,0.76%,14-Jan,Injury
14/02/2019,16:37:37,Chiang-Mai,less-than-110cc,38.07%,14-Jan,Injury
6/8/2019,20:13:38,Bangkok, 111cc - 125cc,66.06%,14-Jan,Injury
7/2/2019,8:42:42,Bangkok, 126cc - 150cc,13.50%,14-Jan,Injury
21/05/2019,2:33:36,Bangkok, 156cc - 300cc,0.79%,14-Jan,Injury
9/2/2019,17:01:00,Bangkok, 400cc - 1000cc,0.63%,14-Jan,Injury
7/12/2019,4:33:48,Bangkok,less-than-110cc,18.59%,14-Jan,Injury
16/05/2019,2:49:16,Bangkok,more-than-1000cc,0.08%,14-Jan,Injury
1/10/2019,21:21:58,Kanchanaburi, 111cc - 125cc,55.87%,14-Jan,Injury
13/06/2019,20:28:02,Kanchanaburi, 126cc - 150cc,1.64%,14-Jan,Injury
13/12/2019,9:13:08,Kanchanaburi, 156cc - 300cc,0.23%,14-Jan,Injury
23/07/2019,17:55:35,Kanchanaburi, 400cc - 1000cc,0.23%,14-Jan,Injury
2/3/2019,3:16:47,Kanchanaburi,less-than-110cc,42.02%,14-Jan,Injury
21/08/2019,5:59:35,Chonburi, 111cc - 125cc,60.66%,14-Jan,Injury
11/4/2019,14:52:39,Chonburi, 126cc - 150cc,7.71%,14-Jan,Injury
18/01/2019,17:25:15,Chonburi, 156cc - 300cc,0.20%,14-Jan,Injury
17/12/2019,11:57:32,Chonburi, 400cc - 1000cc,0.50%,14-Jan,Injury
20/08/2019,16:27:08,Chonburi,less-than-110cc,24.42%,14-Jan,Injury
24/07/2019,7:45:31,Chonburi,more-than-1000cc,0.10%,14-Jan,Injury
10/7/2019,4:49:22,Nakhon-Ratchasima, 111cc - 125cc,58.44%,14-Jan,Injury
21/12/2019,4:19:16,Nakhon-Ratchasima, 126cc - 150cc,3.23%,14-Jan,Injury
27/11/2019,9:04:12,Nakhon-Ratchasima, 156cc - 300cc,0.13%,14-Jan,Injury
1/1/2019,13:25:36,Nakhon-Ratchasima, 400cc - 1000cc,0.00%,14-Jan,Injury
6/1/2019,16:11:02,Nakhon-Ratchasima,less-than-110cc,37.99%,14-Jan,Injury
14/08/2019,23:20:33,Surat-Thani, 111cc - 125cc,70.55%,14-Jan,Injury
31/12/2019,19:42:54,Surat-Thani, 126cc - 150cc,2.68%,14-Jan,Injury
9/10/2019,15:39:42,Surat-Thani, 156cc - 300cc,0.19%,14-Jan,Injury
13/10/2019,12:59:58,Surat-Thani, 400cc - 1000cc,0.38%,14-Jan,Injury
26/11/2019,8:10:58,Surat-Thani,less-than-110cc,26.00%,14-Jan,Injury
5/9/2019,6:47:28,Surat-Thani,more-than-1000cc,0.00%,14-Jan,Injury
12/12/2019,21:53:09,Chiang-Mai, 111cc - 125cc,60.54%,15-19,Injury
21/01/2019,8:42:37,Chiang-Mai, 126cc - 150cc,8.94%,15-19,Injury
26/01/2019,15:14:03,Chiang-Mai, 156cc - 300cc,0.25%,15-19,Injury
13/02/2019,23:55:26,Chiang-Mai, 400cc - 1000cc,0.55%,15-19,Injury
16/02/2019,17:30:20,Chiang-Mai,less-than-110cc,29.72%,15-19,Injury
2/9/2019,13:34:55,Bangkok, 111cc - 125cc,64.14%,15-19,Injury
6/5/2019,5:18:53,Bangkok, 126cc - 150cc,19.84%,15-19,Injury
4/4/2019,1:32:42,Bangkok, 156cc - 300cc,0.43%,15-19,Injury
19/09/2019,10:59:36,Bangkok, 400cc - 1000cc,0.46%,15-19,Injury
1/12/2019,11:00:25,Bangkok,less-than-110cc,14.80%,15-19,Injury
12/11/2019,11:47:13,Bangkok,more-than-1000cc,0.07%,15-19,Injury
31/10/2019,14:01:20,Kanchanaburi, 111cc - 125cc,59.03%,15-19,Injury
14/02/2019,3:59:33,Kanchanaburi, 126cc - 150cc,4.83%,15-19,Injury
6/7/2019,7:45:35,Kanchanaburi, 156cc - 300cc,0.18%,15-19,Injury
16/09/2019,8:48:03,Kanchanaburi, 400cc - 1000cc,0.18%,15-19,Injury
3/10/2019,1:12:06,Kanchanaburi,less-than-110cc,35.78%,15-19,Injury
22/09/2019,19:50:47,Chonburi, 111cc - 125cc,61.10%,15-19,Injury
3/10/2019,6:11:26,Chonburi, 126cc - 150cc,10.41%,15-19,Injury
27/11/2019,14:14:47,Chonburi, 156cc - 300cc,0.34%,15-19,Injury
14/10/2019,13:25:24,Chonburi, 400cc - 1000cc,0.21%,15-19,Injury
2/5/2019,6:35:43,Chonburi,less-than-110cc,19.32%,15-19,Injury
10/5/2019,14:00:35,Chonburi,more-than-1000cc,0.07%,15-19,Injury
26/04/2019,15:46:51,Nakhon-Ratchasima, 111cc - 125cc,63.11%,15-19,Injury
19/09/2019,19:56:27,Nakhon-Ratchasima, 126cc - 150cc,4.66%,15-19,Injury
13/09/2019,22:28:14,Nakhon-Ratchasima, 156cc - 300cc,0.00%,15-19,Injury
7/8/2019,2:19:18,Nakhon-Ratchasima, 400cc - 1000cc,0.18%,15-19,Injury
18/05/2019,19:00:34,Nakhon-Ratchasima,less-than-110cc,31.78%,15-19,Injury
25/08/2019,20:09:54,Surat-Thani, 111cc - 125cc,73.04%,15-19,Injury
3/4/2019,12:47:47,Surat-Thani, 126cc - 150cc,4.52%,15-19,Injury
16/08/2019,23:17:21,Surat-Thani, 156cc - 300cc,0.17%,15-19,Injury
29/09/2019,14:43:27,Surat-Thani, 400cc - 1000cc,0.17%,15-19,Injury
15/07/2019,15:53:53,Surat-Thani,less-than-110cc,21.39%,15-19,Injury
25/02/2019,19:50:00,Surat-Thani,more-than-1000cc,0.00%,15-19,Injury
18/08/2019,21:41:27,Chiang-Mai, 111cc - 125cc,58.05%,19-24,Injury
5/9/2019,2:43:42,Chiang-Mai, 126cc - 150cc,8.87%,19-24,Injury
15/09/2019,15:15:05,Chiang-Mai, 156cc - 300cc,0.57%,19-24,Injury
29/06/2019,10:54:22,Chiang-Mai, 400cc - 1000cc,0.59%,19-24,Injury
15/08/2019,18:07:45,Chiang-Mai,less-than-110cc,31.66%,19-24,Injury
24/07/2019,8:44:52,Chiang-Mai,more-than-1000cc,0.02%,19-24,Injury
1/11/2019,1:08:46,Bangkok, 111cc - 125cc,57.75%,19-24,Injury
5/1/2019,11:56:39,Bangkok, 126cc - 150cc,25.41%,19-24,Injury
1/6/2019,4:09:53,Bangkok, 156cc - 300cc,1.53%,19-24,Injury
7/11/2019,23:31:29,Bangkok, 400cc - 1000cc,1.96%,19-24,Injury
1/3/2019,9:33:03,Bangkok,less-than-110cc,12.90%,19-24,Injury
10/5/2019,10:11:01,Bangkok,more-than-1000cc,0.07%,19-24,Injury
29/05/2019,1:20:11,Kanchanaburi, 111cc - 125cc,61.64%,19-24,Injury
6/4/2019,23:14:09,Kanchanaburi, 126cc - 150cc,7.70%,19-24,Injury
15/03/2019,23:44:49,Kanchanaburi, 156cc - 300cc,0.63%,19-24,Injury
19/07/2019,9:25:21,Kanchanaburi, 400cc - 1000cc,0.94%,19-24,Injury
14/08/2019,9:01:17,Kanchanaburi,less-than-110cc,28.77%,19-24,Injury
28/11/2019,14:44:10,Chonburi, 111cc - 125cc,56.55%,19-24,Injury
8/5/2019,17:59:55,Chonburi, 126cc - 150cc,15.33%,19-24,Injury
16/08/2019,23:37:41,Chonburi, 156cc - 300cc,1.20%,19-24,Injury
9/4/2019,9:51:16,Chonburi, 400cc - 1000cc,1.52%,19-24,Injury
1/9/2019,13:01:07,Chonburi,less-than-110cc,16.31%,19-24,Injury
29/04/2019,23:26:56,Chonburi,more-than-1000cc,0.06%,19-24,Injury
12/11/2019,19:08:06,Nakhon-Ratchasima, 111cc - 125cc,62.00%,19-24,Injury
12/2/2019,17:44:13,Nakhon-Ratchasima, 126cc - 150cc,9.41%,19-24,Injury
8/1/2019,16:01:14,Nakhon-Ratchasima, 156cc - 300cc,0.53%,19-24,Injury
20/04/2019,5:54:07,Nakhon-Ratchasima, 400cc - 1000cc,0.71%,19-24,Injury
3/10/2019,16:30:30,Nakhon-Ratchasima,less-than-110cc,27.11%,19-24,Injury
10/8/2019,8:52:08,Surat-Thani, 111cc - 125cc,65.06%,19-24,Injury
17/03/2019,3:03:30,Surat-Thani, 126cc - 150cc,8.61%,19-24,Injury
29/07/2019,6:51:17,Surat-Thani, 156cc - 300cc,0.13%,19-24,Injury
26/05/2019,15:07:31,Surat-Thani, 400cc - 1000cc,1.39%,19-24,Injury
23/12/2019,8:01:50,Surat-Thani,less-than-110cc,24.68%,19-24,Injury
12/11/2019,22:59:40,Surat-Thani,more-than-1000cc,0.00%,19-24,Injury
2/1/2019,6:09:21,Chiang-Mai, 111cc - 125cc,57.62%,25-35,Injury
23/07/2019,15:29:43,Chiang-Mai, 126cc - 150cc,8.21%,25-35,Injury
28/11/2019,20:30:53,Chiang-Mai, 156cc - 300cc,0.45%,25-35,Injury
15/12/2019,19:27:15,Chiang-Mai, 400cc - 1000cc,1.18%,25-35,Injury
19/10/2019,11:21:35,Chiang-Mai,less-than-110cc,32.36%,25-35,Injury
2/2/2019,22:20:27,Chiang-Mai,more-than-1000cc,0.09%,25-35,Injury
21/06/2019,5:38:40,Bangkok, 111cc - 125cc,61.10%,25-35,Injury
1/1/2019,16:41:52,Bangkok, 126cc - 150cc,20.28%,25-35,Injury
2/1/2019,7:21:12,Bangkok, 156cc - 300cc,1.88%,25-35,Injury
18/10/2019,0:04:48,Bangkok, 400cc - 1000cc,2.24%,25-35,Injury
5/7/2019,0:15:24,Bangkok,less-than-110cc,14.07%,25-35,Injury
29/12/2019,5:17:56,Bangkok,more-than-1000cc,0.09%,25-35,Injury
3/5/2019,12:07:18,Kanchanaburi, 111cc - 125cc,55.21%,25-35,Injury
14/05/2019,0:11:17,Kanchanaburi, 126cc - 150cc,5.79%,25-35,Injury
2/8/2019,9:08:04,Kanchanaburi, 156cc - 300cc,1.16%,25-35,Injury
22/04/2019,9:20:36,Kanchanaburi, 400cc - 1000cc,2.32%,25-35,Injury
5/2/2019,20:15:53,Kanchanaburi,less-than-110cc,35.26%,25-35,Injury
23/02/2019,11:50:00,Kanchanaburi,more-than-1000cc,0.26%,25-35,Injury
30/03/2019,18:58:33,Chonburi, 111cc - 125cc,57.36%,25-35,Injury
26/02/2019,21:31:20,Chonburi, 126cc - 150cc,11.62%,25-35,Injury
9/8/2019,17:30:55,Chonburi, 156cc - 300cc,0.90%,25-35,Injury
18/01/2019,22:02:34,Chonburi, 400cc - 1000cc,2.36%,25-35,Injury
15/07/2019,15:57:03,Chonburi,less-than-110cc,17.50%,25-35,Injury
17/05/2019,9:19:18,Chonburi,more-than-1000cc,0.10%,25-35,Injury
7/5/2019,18:26:11,Nakhon-Ratchasima, 111cc - 125cc,57.05%,25-35,Injury
8/1/2019,19:15:36,Nakhon-Ratchasima, 126cc - 150cc,7.85%,25-35,Injury
25/06/2019,7:11:16,Nakhon-Ratchasima, 156cc - 300cc,0.64%,25-35,Injury
19/12/2019,2:15:17,Nakhon-Ratchasima, 400cc - 1000cc,1.35%,25-35,Injury
23/05/2019,12:35:40,Nakhon-Ratchasima,less-than-110cc,32.84%,25-35,Injury
15/07/2019,1:12:33,Nakhon-Ratchasima,more-than-1000cc,0.08%,25-35,Injury
29/05/2019,12:22:08,Surat-Thani, 111cc - 125cc,67.35%,25-35,Injury
6/8/2019,20:06:43,Surat-Thani, 126cc - 150cc,6.92%,25-35,Injury
19/05/2019,5:21:23,Surat-Thani, 156cc - 300cc,0.97%,25-35,Injury
11/12/2019,1:38:13,Surat-Thani, 400cc - 1000cc,1.46%,25-35,Injury
11/4/2019,6:40:51,Surat-Thani,less-than-110cc,22.82%,25-35,Injury
20/09/2019,17:00:41,Surat-Thani,more-than-1000cc,0.24%,25-35,Injury
20/11/2019,3:15:30,Chiang-Mai, 111cc - 125cc,54.94%,36-60,Injury
25/09/2019,7:29:08,Chiang-Mai, 126cc - 150cc,3.91%,36-60,Injury
12/9/2019,5:35:19,Chiang-Mai, 156cc - 300cc,0.19%,36-60,Injury
21/02/2019,18:15:00,Chiang-Mai, 400cc - 1000cc,0.73%,36-60,Injury
8/8/2019,14:30:40,Chiang-Mai,less-than-110cc,40.14%,36-60,Injury
8/12/2019,17:12:30,Chiang-Mai,more-than-1000cc,0.06%,36-60,Injury
14/05/2019,21:45:29,Bangkok, 111cc - 125cc,65.32%,36-60,Injury
23/05/2019,18:11:13,Bangkok, 126cc - 150cc,12.04%,36-60,Injury
1/11/2019,4:02:12,Bangkok, 156cc - 300cc,0.79%,36-60,Injury
22/07/2019,4:40:36,Bangkok, 400cc - 1000cc,0.80%,36-60,Injury
15/05/2019,18:28:44,Bangkok,less-than-110cc,20.69%,36-60,Injury
23/08/2019,13:33:12,Bangkok,more-than-1000cc,0.07%,36-60,Injury
17/06/2019,5:35:22,Kanchanaburi, 111cc - 125cc,52.67%,36-60,Injury
22/04/2019,20:49:00,Kanchanaburi, 126cc - 150cc,2.82%,36-60,Injury
14/02/2019,11:05:05,Kanchanaburi, 156cc - 300cc,0.15%,36-60,Injury
19/04/2019,23:29:51,Kanchanaburi, 400cc - 1000cc,0.53%,36-60,Injury
18/02/2019,20:59:10,Kanchanaburi,less-than-110cc,43.67%,36-60,Injury
19/03/2019,17:58:10,Kanchanaburi,more-than-1000cc,0.08%,36-60,Injury
21/04/2019,11:09:38,Chonburi, 111cc - 125cc,59.27%,36-60,Injury
21/06/2019,0:00:03,Chonburi, 126cc - 150cc,6.44%,36-60,Injury
24/05/2019,21:16:04,Chonburi, 156cc - 300cc,0.26%,36-60,Injury
21/04/2019,9:39:32,Chonburi, 400cc - 1000cc,1.09%,36-60,Injury
5/10/2019,19:52:07,Chonburi,less-than-110cc,25.28%,36-60,Injury
9/9/2019,5:39:21,Chonburi,more-than-1000cc,0.11%,36-60,Injury
29/03/2019,22:18:09,Nakhon-Ratchasima, 111cc - 125cc,56.42%,36-60,Injury
3/6/2019,14:53:32,Nakhon-Ratchasima, 126cc - 150cc,3.19%,36-60,Injury
30/04/2019,9:27:47,Nakhon-Ratchasima, 156cc - 300cc,0.15%,36-60,Injury
2/11/2019,21:34:32,Nakhon-Ratchasima, 400cc - 1000cc,0.51%,36-60,Injury
24/09/2019,16:32:55,Nakhon-Ratchasima,less-than-110cc,39.53%,36-60,Injury
29/11/2019,1:59:20,Nakhon-Ratchasima,more-than-1000cc,0.04%,36-60,Injury
22/07/2019,16:19:33,Surat-Thani, 111cc - 125cc,66.94%,36-60,Injury
16/12/2019,19:36:36,Surat-Thani, 126cc - 150cc,3.05%,36-60,Injury
6/2/2019,1:35:34,Surat-Thani, 156cc - 300cc,0.38%,36-60,Injury
13/06/2019,7:51:51,Surat-Thani, 400cc - 1000cc,0.76%,36-60,Injury
9/9/2019,5:37:14,Surat-Thani,less-than-110cc,28.61%,36-60,Injury
27/08/2019,10:36:02,Surat-Thani,more-than-1000cc,0.25%,36-60,Injury
8/12/2019,6:29:39,Chiang-Mai, 111cc - 125cc,48.45%,60++,Injury
31/08/2019,16:24:51,Chiang-Mai, 126cc - 150cc,2.76%,60++,Injury
15/10/2019,3:20:49,Chiang-Mai, 156cc - 300cc,0.00%,60++,Injury
14/11/2019,7:24:13,Chiang-Mai, 400cc - 1000cc,0.12%,60++,Injury
10/9/2019,20:51:37,Chiang-Mai,less-than-110cc,48.68%,60++,Injury
22/09/2019,18:51:15,Chiang-Mai,more-than-1000cc,0.00%,60++,Injury
27/04/2019,16:42:07,Bangkok, 111cc - 125cc,65.92%,60++,Injury
28/01/2019,2:25:33,Bangkok, 126cc - 150cc,8.03%,60++,Injury
27/08/2019,2:24:47,Bangkok, 156cc - 300cc,0.69%,60++,Injury
1/2/2019,23:38:52,Bangkok, 400cc - 1000cc,0.58%,60++,Injury
26/06/2019,21:56:33,Bangkok,less-than-110cc,24.57%,60++,Injury
13/05/2019,12:26:53,Bangkok,more-than-1000cc,0.00%,60++,Injury
30/07/2019,1:17:42,Kanchanaburi, 111cc - 125cc,45.82%,60++,Injury
21/02/2019,2:18:47,Kanchanaburi, 126cc - 150cc,0.84%,60++,Injury
23/05/2019,18:39:50,Kanchanaburi, 156cc - 300cc,0.63%,60++,Injury
16/07/2019,4:53:44,Kanchanaburi, 400cc - 1000cc,0.42%,60++,Injury
6/8/2019,15:11:44,Kanchanaburi,less-than-110cc,52.09%,60++,Injury
5/8/2019,7:08:14,Kanchanaburi,more-than-1000cc,0.00%,60++,Injury
27/11/2019,16:49:47,Chonburi, 111cc - 125cc,54.76%,60++,Injury
24/05/2019,12:21:57,Chonburi, 126cc - 150cc,3.73%,60++,Injury
2/7/2019,7:59:09,Chonburi, 156cc - 300cc,0.72%,60++,Injury
3/2/2019,11:29:21,Chonburi, 400cc - 1000cc,0.52%,60++,Injury
13/09/2019,13:07:34,Chonburi,less-than-110cc,34.06%,60++,Injury
14/08/2019,17:17:34,Chonburi,more-than-1000cc,0.00%,60++,Injury
27/07/2019,14:23:38,Nakhon-Ratchasima, 111cc - 125cc,50.36%,60++,Injury
8/11/2019,2:18:51,Nakhon-Ratchasima, 126cc - 150cc,1.53%,60++,Injury
13/08/2019,7:10:55,Nakhon-Ratchasima, 156cc - 300cc,0.15%,60++,Injury
14/08/2019,0:32:31,Nakhon-Ratchasima, 400cc - 1000cc,0.29%,60++,Injury
14/06/2019,12:17:00,Nakhon-Ratchasima,less-than-110cc,47.52%,60++,Injury
15/09/2019,21:49:57,Nakhon-Ratchasima,more-than-1000cc,0.00%,60++,Injury
23/02/2019,12:34:12,Surat-Thani, 111cc - 125cc,59.76%,60++,Injury
5/12/2019,21:32:02,Surat-Thani, 126cc - 150cc,1.79%,60++,Injury
21/08/2019,22:24:06,Surat-Thani, 156cc - 300cc,0.20%,60++,Injury
2/2/2019,8:55:49,Surat-Thani, 400cc - 1000cc,0.00%,60++,Injury
28/01/2019,7:20:35,Surat-Thani,less-than-110cc,37.85%,60++,Injury
10/4/2019,10:14:48,Surat-Thani,more-than-1000cc,0.00%,60++,Injury
23/03/2020,15:19:55,Chiang-Mai, 111cc - 125cc,57.14%,14-Jan,Dead
29/06/2020,3:15:09,Chiang-Mai, 126cc - 150cc,0.00%,14-Jan,Dead
30/07/2020,1:21:48,Chiang-Mai, 400cc - 1000cc,0.00%,14-Jan,Dead
27/10/2020,7:21:43,Chiang-Mai,less-than-110cc,35.71%,14-Jan,Dead
30/04/2020,17:57:19,Bangkok, 111cc - 125cc,73.68%,14-Jan,Dead
2/11/2020,11:29:10,Bangkok, 126cc - 150cc,15.79%,14-Jan,Dead
12/6/2020,12:52:38,Bangkok, 400cc - 1000cc,0.00%,14-Jan,Dead
1/1/2020,9:43:55,Bangkok,less-than-110cc,10.53%,14-Jan,Dead
12/4/2020,7:18:25,Bangkok,more-than-1000cc,0.00%,14-Jan,Dead
7/4/2020,0:50:53,Kanchanaburi, 111cc - 125cc,33.33%,14-Jan,Dead
8/3/2020,4:42:01,Kanchanaburi, 126cc - 150cc,0.00%,14-Jan,Dead
22/01/2020,3:20:41,Kanchanaburi, 400cc - 1000cc,0.00%,14-Jan,Dead
23/10/2020,9:03:54,Kanchanaburi,less-than-110cc,66.67%,14-Jan,Dead
17/03/2020,20:09:14,Chonburi, 111cc - 125cc,56.25%,14-Jan,Dead
4/10/2020,14:36:16,Chonburi, 126cc - 150cc,0.00%,14-Jan,Dead
7/11/2020,1:16:50,Chonburi, 156cc - 300cc,0.00%,14-Jan,Dead
17/12/2020,17:16:20,Chonburi,less-than-110cc,25.00%,14-Jan,Dead
9/2/2020,16:33:07,Chonburi,more-than-1000cc,0.00%,14-Jan,Dead
4/9/2020,4:39:47,Nakhon-Ratchasima, 111cc - 125cc,66.67%,14-Jan,Dead
7/5/2020,14:25:57,Nakhon-Ratchasima, 126cc - 150cc,4.17%,14-Jan,Dead
12/11/2020,2:36:20,Nakhon-Ratchasima,less-than-110cc,29.17%,14-Jan,Dead
22/10/2020,14:17:01,Surat-Thani, 111cc - 125cc,57.14%,14-Jan,Dead
13/11/2020,23:39:37,Surat-Thani, 126cc - 150cc,14.29%,14-Jan,Dead
20/10/2020,11:22:25,Surat-Thani,less-than-110cc,28.57%,14-Jan,Dead
3/8/2020,9:26:36,Chiang-Mai, 111cc - 125cc,58.01%,14-Jan,Injury
24/02/2020,11:09:22,Chiang-Mai, 126cc - 150cc,4.33%,14-Jan,Injury
21/08/2020,14:39:48,Chiang-Mai, 156cc - 300cc,0.00%,14-Jan,Injury
4/8/2020,12:14:50,Chiang-Mai, 400cc - 1000cc,0.29%,14-Jan,Injury
13/02/2020,14:21:27,Chiang-Mai,less-than-110cc,37.37%,14-Jan,Injury
10/8/2020,13:29:26,Bangkok, 111cc - 125cc,64.72%,14-Jan,Injury
8/4/2020,4:47:13,Bangkok, 126cc - 150cc,14.26%,14-Jan,Injury
7/10/2020,7:46:29,Bangkok, 156cc - 300cc,1.32%,14-Jan,Injury
12/2/2020,9:06:18,Bangkok, 400cc - 1000cc,0.75%,14-Jan,Injury
24/04/2020,3:13:37,Bangkok,less-than-110cc,18.54%,14-Jan,Injury
17/09/2020,17:11:32,Bangkok,more-than-1000cc,0.00%,14-Jan,Injury
28/10/2020,10:38:42,Kanchanaburi, 111cc - 125cc,56.13%,14-Jan,Injury
9/10/2020,23:40:40,Kanchanaburi, 126cc - 150cc,2.83%,14-Jan,Injury
29/04/2020,9:26:25,Kanchanaburi, 156cc - 300cc,0.24%,14-Jan,Injury
13/06/2020,3:49:26,Kanchanaburi, 400cc - 1000cc,0.47%,14-Jan,Injury
1/4/2020,21:32:21,Kanchanaburi,less-than-110cc,40.33%,14-Jan,Injury
17/03/2020,1:37:19,Chonburi, 111cc - 125cc,62.09%,14-Jan,Injury
10/4/2020,1:33:52,Chonburi, 126cc - 150cc,7.07%,14-Jan,Injury
29/08/2020,18:03:47,Chonburi, 156cc - 300cc,0.21%,14-Jan,Injury
25/06/2020,4:08:28,Chonburi, 400cc - 1000cc,0.32%,14-Jan,Injury
19/07/2020,17:10:15,Chonburi,less-than-110cc,22.91%,14-Jan,Injury
16/06/2020,9:42:32,Chonburi,more-than-1000cc,0.21%,14-Jan,Injury
14/05/2020,7:00:25,Nakhon-Ratchasima, 111cc - 125cc,59.11%,14-Jan,Injury
22/01/2020,4:06:49,Nakhon-Ratchasima, 126cc - 150cc,2.52%,14-Jan,Injury
24/06/2020,15:06:33,Nakhon-Ratchasima, 156cc - 300cc,0.18%,14-Jan,Injury
6/7/2020,5:31:11,Nakhon-Ratchasima, 400cc - 1000cc,0.06%,14-Jan,Injury
10/3/2020,17:27:03,Nakhon-Ratchasima,less-than-110cc,38.05%,14-Jan,Injury
1/5/2020,14:21:32,Surat-Thani, 111cc - 125cc,71.95%,14-Jan,Injury
1/2/2020,10:01:44,Surat-Thani, 126cc - 150cc,3.44%,14-Jan,Injury
21/07/2020,0:50:33,Surat-Thani, 156cc - 300cc,0.19%,14-Jan,Injury
5/2/2020,0:16:25,Surat-Thani, 400cc - 1000cc,0.38%,14-Jan,Injury
22/01/2020,15:39:33,Surat-Thani,less-than-110cc,24.05%,14-Jan,Injury
21/07/2020,23:43:16,Surat-Thani,more-than-1000cc,0.00%,14-Jan,Injury
3/6/2020,16:11:47,Chiang-Mai, 111cc - 125cc,44.44%,15-19,Dead
4/3/2020,3:00:04,Chiang-Mai, 126cc - 150cc,11.11%,15-19,Dead
21/02/2020,4:27:49,Chiang-Mai, 156cc - 300cc,0.00%,15-19,Dead
3/6/2020,1:23:52,Chiang-Mai, 400cc - 1000cc,0.00%,15-19,Dead
3/3/2020,16:10:13,Chiang-Mai,less-than-110cc,44.44%,15-19,Dead
9/3/2020,1:13:32,Bangkok, 111cc - 125cc,67.44%,15-19,Dead
20/10/2020,9:16:46,Bangkok, 126cc - 150cc,23.26%,15-19,Dead
18/01/2020,13:43:41,Bangkok, 156cc - 300cc,0.00%,15-19,Dead
9/10/2020,20:36:54,Bangkok, 400cc - 1000cc,0.00%,15-19,Dead
4/9/2020,4:42:55,Bangkok,less-than-110cc,9.30%,15-19,Dead
3/5/2020,11:20:49,Kanchanaburi, 111cc - 125cc,87.50%,15-19,Dead
18/11/2020,9:25:38,Kanchanaburi, 126cc - 150cc,0.00%,15-19,Dead
20/05/2020,14:54:09,Kanchanaburi,less-than-110cc,12.50%,15-19,Dead
14/04/2020,1:19:19,Chonburi, 111cc - 125cc,68.97%,15-19,Dead
5/11/2020,8:15:41,Chonburi, 126cc - 150cc,10.34%,15-19,Dead
1/10/2020,9:28:48,Chonburi, 400cc - 1000cc,0.00%,15-19,Dead
8/10/2020,5:26:48,Chonburi,less-than-110cc,10.34%,15-19,Dead
7/11/2020,0:23:12,Nakhon-Ratchasima, 111cc - 125cc,67.44%,15-19,Dead
24/04/2020,8:11:10,Nakhon-Ratchasima, 126cc - 150cc,9.30%,15-19,Dead
12/1/2020,22:04:28,Nakhon-Ratchasima, 156cc - 300cc,2.33%,15-19,Dead
15/01/2020,18:47:13,Nakhon-Ratchasima,less-than-110cc,20.93%,15-19,Dead
24/10/2020,2:29:01,Surat-Thani, 111cc - 125cc,87.50%,15-19,Dead
17/12/2020,11:22:41,Surat-Thani,less-than-110cc,12.50%,15-19,Dead
5/2/2020,15:15:38,Chiang-Mai, 111cc - 125cc,60.53%,15-19,Injury
14/08/2020,12:16:34,Chiang-Mai, 126cc - 150cc,8.07%,15-19,Injury
29/06/2020,0:48:25,Chiang-Mai, 156cc - 300cc,0.38%,15-19,Injury
26/06/2020,21:11:37,Chiang-Mai, 400cc - 1000cc,0.19%,15-19,Injury
13/03/2020,8:37:21,Chiang-Mai,less-than-110cc,30.83%,15-19,Injury
13/06/2020,22:19:29,Bangkok, 111cc - 125cc,61.21%,15-19,Injury
26/02/2020,12:11:05,Bangkok, 126cc - 150cc,21.45%,15-19,Injury
13/03/2020,5:27:14,Bangkok, 156cc - 300cc,0.69%,15-19,Injury
27/07/2020,3:05:59,Bangkok, 400cc - 1000cc,0.35%,15-19,Injury
10/11/2020,7:06:39,Bangkok,less-than-110cc,16.09%,15-19,Injury
1/3/2020,4:08:04,Bangkok,more-than-1000cc,0.00%,15-19,Injury
30/03/2020,22:38:22,Kanchanaburi, 111cc - 125cc,59.01%,15-19,Injury
27/06/2020,17:14:40,Kanchanaburi, 126cc - 150cc,3.77%,15-19,Injury
10/9/2020,0:19:20,Kanchanaburi, 156cc - 300cc,0.17%,15-19,Injury
29/03/2020,2:16:29,Kanchanaburi, 400cc - 1000cc,0.34%,15-19,Injury
